Gene names	LFQ_Ctrl_U57_GC1_01_2070	LFQ_Ctrl_U57_GC1_01_2071	LFQ_Ctrl_U59_GC2_01_2072	LFQ_Ctrl_U59_GC2_01_2076	LFQ_Ctrl_U60_GA7_01_2029	LFQ_Ctrl_U60_GA7_01_2030	LFQ_Ctrl_U62_GA8_01_2031	LFQ_Ctrl_U62_GA8_01_2032	LFQ_Ctrl_U64_GC3_01_2078	LFQ_Ctrl_U64_GC3_01_2079	LFQ_Ctrl_U65_GB1_01_2033	LFQ_Ctrl_U65_GB1_01_2034	LFQ_Ctrl_U66_GB2_01_2035	LFQ_Ctrl_U66_GB2_01_2036	LFQ_Ctrl_U67_GC4_01_2081	LFQ_Ctrl_U67_GC4_01_2082	LFQ_Ctrl_U68_GC5_01_2083	LFQ_Ctrl_U68_GC5_01_2084	LFQ_Ctrl_U71_GB3_01_2037	LFQ_Ctrl_U71_GB3_01_2038	LFQ_HF.pEF_U10_GA3_01_2050	LFQ_HF.pEF_U10_GA3_01_2051	LFQ_HF.pEF_U11_GA4_01_2052	LFQ_HF.pEF_U11_GA4_01_2053	LFQ_HF.pEF_U16_GA6_01_2026	LFQ_HF.pEF_U16_GA6_01_2027	LFQ_HF.pEF_U2_GA2_01_2018	LFQ_HF.pEF_U2_GA2_01_2019	LFQ_HF.pEF_U24_GA5_01_2054	LFQ_HF.pEF_U24_GA5_01_2055	LFQ_HF.pEF_U4_GA3_01_2020	LFQ_HF.pEF_U4_GA3_01_2021	LFQ_HF.pEF_U5_GA2_01_2048	LFQ_HF.pEF_U5_GA2_01_2049	LFQ_HF.pEF_U8_GA4_01_2022	LFQ_HF.pEF_U8_GA4_01_2023	LFQ_HF.pEF_U9_GA5_01_2024	LFQ_HF.pEF_U9_GA5_01_2025	LFQ_HF.rEF_U30_GA6_01_2058	LFQ_HF.rEF_U30_GA6_01_2059	LFQ_HF.rEF_U34_GA7_01_2060	LFQ_HF.rEF_U34_GA7_01_2061	LFQ_HF.rEF_U37_GA8_01_2062	LFQ_HF.rEF_U37_GA8_01_2063	LFQ_HF.rEF_U39_GB4_01_2040	LFQ_HF.rEF_U39_GB4_01_2041	LFQ_HF.rEF_U42_GB5_01_2042	LFQ_HF.rEF_U42_GB5_01_2043	LFQ_HF.rEF_U46_GB1_01_2064	LFQ_HF.rEF_U46_GB1_01_2065	LFQ_HF.rEF_U48_GB2_01_2066	LFQ_HF.rEF_U48_GB2_01_2067	LFQ_HF.rEF_U53_GB5_01_2044	LFQ_HF.rEF_U53_GB5_01_2045	N: Peptides	N: Razor...unique.peptides	N: Unique.peptides	N: Sequence.coverage....	N: Unique...razor.sequence.coverage....	N: Unique.sequence.coverage....	N: Mol..weight..kDa.	N: Q.value	N: Score	N: Intensity	N: MS.MS.count	T: Protein.IDs	T: Majority.protein.IDs	T: Protein.names	T: Gene.names	T: id
CAMP	14.0987	15.7145	15.491	17.138	15.2375	19.1629	17.831	14.6526	16.9576	21.0733	19.0678	19.5143	21.2326	20.6534	22.0015	20.6387	19.4824	19.6124	22.3882	22.3625	18.3498	18.5222	22.5036	22.339	20.3712	20.3038	18.7323	13.8293	15.5071	14.4045	20.8722	20.8111	15.5203	15.9891	18.7478	18.6744	20.4032	14.9167	19.3689	21.1394	18.154	19.1629	15.3179	15.6614	16.6252	15.4208	21.589	21.7443	20.6801	22.1839	19.8151	19.6541	21.7234	21.6419	8	8	8	35.3	35.3	35.3	19.591	0	44.077	145360000	129	"J3KNB4;P49913"	"J3KNB4;P49913"	"Cathelicidin antimicrobial peptide;Antibacterial protein FALL-39;Antibacterial protein LL-37"	CAMP	528
CRISP3	13.253	14.2694	18.5222	18.514	17.7514	18.5526	15.9208	17.9612	21.4945	21.6081	17.4536	17.9494	18.8849	17.3284	18.9653	19.5143	13.6282	16.9576	18.7653	18.869	17.1015	14.1593	19.4824	18.869	18.9891	19.4181	16.2442	14.4541	14.9491	16.9995	17.9996	14.8492	17.534	17.0858	14.7536	15.8223	14.9625	14.6526	17.6366	17.5682	17.1763	14.4045	15.9084	13.3987	15.9084	16.7427	19.1326	19.3121	18.154	17.519	18.1927	17.1924	19.2446	19.1923	2	2	2	9.1	9.1	9.1	30.975	0	23.676	39014000	65	"J3KPA1;P54108;P54108-2;P54108-3"	"J3KPA1;P54108;P54108-2;P54108-3"	Cysteine-rich secretory protein 3	CRISP3	530
ALDOA	14.4284	15.5857	18.4682	16.7333	18.9131	18.2055	16.5315	15.491	19.5686	18.682	19.4181	19.4275	18.7857	19.2866	21.4442	20.4447	19.6451	19.71	19.1629	19.0421	18.4682	18.4335	20.2943	20.2343	17.8635	17.8895	18.3557	18.11	17.3185	17.5592	17.505	17.583	17.4638	17.583	18.5526	18.7123	18.3941	18.7177	18.574	18.9131	18.907	19.0768	19.6288	19.5226	18.6508	17.0262	19.6202	19.6202	18.7323	18.9447	19.5881	19.6041	19.6796	19.7633	10	9	9	41.8	39.9	39.9	39.817	0	102.77	117250000	154	"J3KPS3;P04075;P04075-2;H3BQN4;H3BPS8;H3BR68;H3BUH7;H3BR04;H3BMQ8;H3BU78"	"J3KPS3;P04075;P04075-2;H3BQN4;H3BPS8"	"Fructose-bisphosphate aldolase;Fructose-bisphosphate aldolase A"	ALDOA	532
NT5C	17.034	16.7813	15.5857	16.9995	16.6832	16.493	13.4568	13.677	16.3955	15.9457	16.0466	15.9673	14.7155	16.493	15.4208	14.6781	13.7232	16.4471	16.2649	14.811	16.5509	15.2375	14.5452	16.4471	15.6731	14.0987	17.4204	14.7155	16.8807	14.4541	15.3618	12.8184	16.1781	15.3179	16.0999	16.1113	16.8807	17.7727	15.2053	13.8293	16.3611	16.3894	16.1113	15.6001	17.1112	14.4765	15.3618	15.7488	14.4284	16.8547	16.8991	17.3749	15.6248	16.1886	2	2	2	28.8	28.8	28.8	17.764	0.001065	8.706	8890200	39	"J3KSX6;J3KRC4;Q8TCD5;J3QQX8;Q8TCD5-2"	"J3KSX6;J3KRC4;Q8TCD5;J3QQX8;Q8TCD5-2"	5(3)-deoxyribonucleotidase, cytosolic type	NT5C	534
DCXR	18.3626	17.5592	17.9068	16.2649	16.7891	17.1763	16.0335	17.6833	18.8045	19.3689	13.253	15.3329	15.874	17.3097	17.1489	17.0952	15.9084	15.9673	17.3904	17.8229	18.3626	18.2596	17.2153	17.6366	17.583	15.9576	16.2743	15.22	15.1852	14.6986	17.2915	17.4367	17.4204	15.9759	17.534	18.1321	16.8639	14.7724	16.3405	16.2539	16.2114	16.234	16.7518	16.9472	15.9208	13.253	15.7145	16.5226	14.6986	15.9084	18.0723	18.3498	16.4846	14.7536	3	3	3	26.5	26.5	26.5	23.803	0	23.37	21429000	61	"J3KS22;J3QS36;Q7Z4W1;J3KRZ4;J3KSZ5;J3QL34;J3QS45"	"J3KS22;J3QS36;Q7Z4W1;J3KRZ4;J3KSZ5;J3QL34"	L-xylulose reductase	DCXR	536
CD300LF	15.9673	15.9673	18.9131	19.1326	17.5745	17.0074	16.1998	17.3185	14.9491	18.252	14.1884	17.2726	18.1241	18.7177	14.5452	14.1593	17.2237	17.534	15.2053	15.3789	17.6953	18.2964	15.6369	15.7145	20.1554	19.4735	18.4613	18.6431	15.7488	16.691	19.9027	19.9126	15.4507	16.7333	14.1298	16.3405	19.0078	16.1781	14.8824	14.2694	16.4471	18.4778	17.8229	17.9681	18.9806	19.3597	18.3626	15.2053	16.3834	16.4471	15.0184	16.2229	16.3405	18.4094	2	2	2	7.2	7.2	7.2	33.797	0	39.148	38624000	66	"J3KS52;Q8TDQ1-3;Q8TDQ1-4;Q8TDQ1-2;Q8TDQ1-5;Q8TDQ1;Q8TDQ1-6"	"J3KS52;Q8TDQ1-3;Q8TDQ1-4;Q8TDQ1-2;Q8TDQ1-5;Q8TDQ1;Q8TDQ1-6"	CMRF35-like molecule 1	CD300LF	538
LGALS9C	19.268	15.7987	19.1706	19.0918	14.4965	20.0136	14.1593	18.1606	15.0184	17.505	19.1015	19.5686	19.1326	18.9207	14.3039	13.7795	14.811	15.6502	18.845	18.9525	15.2893	18.4477	14.9167	14.6781	15.9457	17.3284	19.6373	14.9167	15.7856	19.384	19.1629	19.1326	15.7145	16.1886	16.7891	19.9632	13.6282	16.1443	13.868	15.1385	14.0726	19.0252	18.9002	14.0024	18.9728	18.9806	14.4045	18.7323	18.0231	16.418	19.3033	19.3597	18.7561	18.9131	2	2	2	7.9	7.9	7.9	39.607	0	45.027	53881000	109	"Q6DKI2;Q3B8N2;J3QSH0;J3KS82;J3KT17;J3QR96;J3KSY2;O00182-6;O00182;Q3B8N2-2;O00182-4;O00182-2;O00182-3;O00182-5;K7EPS0;J3KSV0;J3QRN8"	"Q6DKI2;Q3B8N2;J3QSH0;J3KS82;J3KT17;J3QR96;J3KSY2;O00182-6;O00182;Q3B8N2-2;O00182-4;O00182-2;O00182-3;O00182-5;K7EPS0;J3KSV0;J3QRN8"	"Galectin-9C;Galectin-9B;Galectin;Galectin-9"	"LGALS9C;LGALS9B;LGALS9"	539
SECTM1	22.1839	21.6611	23.148	23.148	23.5312	22.2583	24.4353	24.2228	22.0559	20.4877	22.235	22.1583	22.7151	21.6838	21.6838	22.235	22.3116	22.4308	23.2763	23.4884	23.148	22.8424	20.4877	20.3491	22.7791	23.0678	21.6838	22.911	22.911	23.0395	23.3972	23.7601	23.0395	23.1052	22.8424	22.6556	20.8722	21.0733	21.6419	21.6081	22.409	23.0678	22.9416	23.4394	23.1052	22.8118	23.0678	22.5562	23.6321	24.1656	22.911	22.7151	22.5036	22.8788	4	4	4	37	37	37	15.845	0	323.31	1306500000	1009	"J3KSN0;J3QQU6;J3QKK2;J3KTR4;Q8WVN6"	"J3KSN0;J3QQU6;J3QKK2;J3KTR4;Q8WVN6"	Secreted and transmembrane protein 1	SECTM1	540
ARHGDIA	14.4541	15.9457	16.0335	14.9491	15.22	15.6248	15.1089	18.893	17.0952	19.8533	17.8076	14.4045	18.2964	18.1757	18.5222	14.4045	18.0501	18.1321	15.304	17.9556	17.7657	17.4441	19.2363	19.71	16.1321	16.8718	15.9576	14.9831	17.4292	15.7611	15.9319	16.9744	18.344	18.3051	13.9008	19.4735	18.7561	18.907	18.419	18.3778	17.5901	17.8161	18.0952	17.8229	16.2114	15.7145	15.8493	15.8223	19.3355	17.1311	14.3527	18.2964	15.8096	14.6294	4	4	4	44.6	44.6	44.6	21.517	0	18.079	32851000	22	"J3KTF8;J3QQX2;P52565;J3KRE2;J3KRY1;P52565-2;J3KS60"	"J3KTF8;J3QQX2;P52565;J3KRE2;J3KRY1;P52565-2"	Rho GDP-dissociation inhibitor 1	ARHGDIA	541
MIEN1	19.8241	19.6288	20.329	20.6031	21.0139	20.0026	21.0278	20.8111	19.4091	19.1476	20.4972	20.5147	20.1021	20.2775	19.0078	18.9131	18.2751	18.5222	20.3491	20.2713	19.8054	19.8329	18.4263	18.11	20.1853	20.1214	19.9823	19.9311	19.7329	19.9126	19.9311	19.995	19.6202	19.5604	20.963	20.9325	20.1214	20.2444	19.9823	19.9027	19.9521	19.7539	19.6998	19.6451	21.4302	20.6534	19.4091	19.3936	19.5782	19.5782	19.4824	19.3689	19.3203	19.3689	4	4	4	57.8	57.8	57.8	12.401	0	78.792	221000000	508	"J3KTI2;Q9BRT3"	"J3KTI2;Q9BRT3"	Migration and invasion enhancer 1	MIEN1	542
CD7	20.2059	20.3038	14.9167	14.8492	22.339	20.779	19.8426	16.6727	18.5385	15.5308	21.2495	21.2124	20.216	20.2775	15.5071	20.4601	19.7716	19.7272	19.5406	19.3355	20.8348	20.591	12.9336	15.3932	20.8722	20.8111	20.2943	20.2943	19.9311	19.7539	20.3382	20.3606	19.7427	19.7329	20.6947	20.7437	19.3033	19.0507	20.2943	20.1021	19.9126	19.8619	20.4557	20.5465	21.4945	21.1394	20.4032	20.4143	16.9887	17.0595	20.2943	20.2343	20.4143	20.4877	4	4	4	30.8	30.8	30.8	23.041	0	124.22	122440000	145	"J3QLM0;P09564;J3QS78;J3QLC7"	"J3QLM0;P09564;J3QS78;J3QLC7"	T-cell antigen CD7	CD7	543
ICAM2	19.6451	19.4181	18.5385	16.1998	18.9382	18.4094	18.2751	18.2055	17.0858	14.5452	18.6744	19.3203	19.7427	19.6451	15.2375	15.7013	15.6369	18.6907	18.419	18.4011	18.588	18.4996	16.1657	14.1884	19.3936	14.0726	19.6124	19.6541	19.9027	20.0568	19.2866	19.0678	18.6283	18.5321	19.0159	19.1851	16.6832	14.1884	18.2833	18.7063	18.3132	18.2833	18.9806	18.9891	20.3382	19.9311	18.6283	18.0651	15.3932	17.5424	16.1886	18.252	18.1321	18.1683	4	4	4	28.9	28.9	28.9	18.422	0	14.764	71566000	103	"J3QQR8;J3QQX6;J3QRQ1;J3QRT5;P13598;J3QKR4"	"J3QQR8;J3QQX6;J3QRQ1;J3QRT5;P13598;J3QKR4"	Intercellular adhesion molecule 2	ICAM2	544
MYL12A	14.5452	13.1669	18.7947	16.2114	17.1763	14.9831	17.282	14.5622	18.3557	14.6063	13.7795	15.9972	16.616	16.8718	17.9494	16.4562	16.5945	17.1311	17.6747	17.8381	14.6781	15.2544	19.5524	19.3033	16.4362	15.038	14.5452	13.677	13.3142	14.0987	15.2053	16.5123	15.0184	13.3142	16.8547	16.4645	17.4744	17.4744	15.7611	14.6781	14.3527	15.0928	13.7232	13.5241	16.3955	16.2743	16.8365	17.1847	19.5604	19.6796	14.7337	13.5241	16.7891	16.4262	7	7	7	54.2	54.2	54.2	20.457	0	63.397	20935000	26	"J3QRS3;P19105;O14950;J3KTJ1;P24844;P24844-2"	"J3QRS3;P19105;O14950"	"Myosin regulatory light chain 12A;Myosin regulatory light chain 12B"	"MYL12A;MYL12B"	546
PPL	14.1593	14.8309	18.4778	14.932	18.5067	18.2596	14.3313	13.7232	16.9472	17.1112	18.2964	18.0147	15.9319	15.7987	19.4516	20.1448	17.1847	17.8895	15.4074	15.7611	18.1241	18.0952	21.3197	21.352	14.9491	15.6614	17.5745	17.2478	13.253	16.8463	16.0766	16.5687	13.8293	16.4645	15.491	15.3329	19.0159	18.9987	16.1208	15.9576	15.5716	15.4208	18.0231	18.0887	16.1886	14.9167	21.0897	20.8591	19.8619	19.871	16.0766	15.8352	21.2681	20.9039	46	46	46	33.8	33.8	33.8	204.74	0	323.31	230920000	426	"O60437;K7EKI8;K7EQ71"	"O60437;K7EKI8;K7EQ71"	Periplakin	PPL	553
CD300LG	19.1176	20.1766	19.2095	20.1448	15.151	20.6163	20.0682	20.0962	14.6781	13.7795	20.7676	20.8348	19.5226	20.6264	18.6203	17.7657	18.8045	18.3132	20.2059	19.1015	20.5359	20.5672	17.1924	16.7427	20.3382	20.8591	20.527	20.6031	19.2866	18.741	20.3712	20.1021	18.7857	18.9987	21.5292	21.4642	20.135	19.995	20.6264	20.3712	19.995	20.4211	20.5147	19.9823	20.9482	21.1697	20.7676	20.9325	16.5687	19.1251	19.3766	20.4335	20.8722	20.8901	6	6	3	35.3	35.3	18	16.813	0	323.31	184000000	353	"K7EL06;A0A8V8TQK5;Q6UXG3-3;Q6UXG3-2"	"K7EL06;A0A8V8TQK5;Q6UXG3-3;Q6UXG3-2"	CMRF35-like molecule 9	CD300LG	555
CALR	16.3311	13.253	18.559	16.7626	17.0763	17.8989	17.8229	17.3969	16.9995	14.8309	17.5264	18.0806	17.8076	17.3465	20.3606	19.6288	17.7888	17.8539	18.514	18.7722	16.4846	17.034	20.1943	20.1214	18.6599	18.6676	15.9891	16.7891	17.5682	18.1179	20.0026	20.2343	15.3932	13.4568	17.2153	17.338	17.4818	15.491	17.6157	17.338	15.1221	15.5308	15.8644	16.9819	18.2128	18.5667	18.2903	16.9576	18.559	18.6744	16.7518	16.2114	18.9382	18.812	8	8	8	40.5	40.5	40.5	43.357	0	41.708	65564000	85	"K7EL50;P27797;A0A7P0T861;K7EJB9"	"K7EL50;P27797;A0A7P0T861;K7EJB9"	Calreticulin	CALR	556
PRKCSH	17.2915	17.1763	14.2425	17.3574	14.3313	16.6348	14.3039	16.0106	17.5592	16.1113	16.4846	16.5123	16.5593	16.0214	15.2544	16.3611	16.0466	16.2854	16.4362	16.3834	14.6986	16.7983	16.6046	15.0184	17.4204	16.0106	17.1847	17.846	16.6832	15.5471	16.3611	14.4765	17.2643	15.0585	14.6781	16.0214	16.234	18.0349	16.6537	16.5029	16.7518	16.7983	16.7891	15.8493	17.4441	17.9556	17.2153	17.2726	16.418	14.9625	16.3177	14.8991	17.1763	16.9378	5	5	5	15.5	15.5	15.5	60.192	0	28.402	13453000	50	"K7ELL7;P14314-2;P14314;A0A0C4DGP4;K7EKX1;K7EJ70;K7EPW7;A0A7I2V2T6"	"K7ELL7;P14314-2;P14314;A0A0C4DGP4"	Glucosidase 2 subunit beta	PRKCSH	557
TMEM256	15.22	16.4645	13.3987	15.8223	18.559	13.9008	14.8309	15.0928	16.3718	18.0576	17.489	17.4204	15.8223	18.1927	15.6248	18.3051	19.6288	15.5308	17.7657	18.0147	19.9521	19.6998	18.574	18.5526	15.6248	17.2726	17.4132	17.2643	16.8718	16.4471	17.2363	17.5424	17.1195	16.4756	18.869	18.6431	15.9576	14.5452	19.6629	19.3355	18.3626	18.1996	18.9207	18.8529	19.7272	19.7873	14.8492	17.0428	15.8096	12.9336	20.0336	19.9521	14.3039	15.2893	3	3	3	90.2	90.2	90.2	3.9694	0	19.517	63985000	68	"K7ENI6;K7ERE1;Q8N2U0"	"K7ENI6;K7ERE1;Q8N2U0"	Transmembrane protein 256	TMEM256	558
CILP2	17.7811	18.0806	17.7727	19.4354	16.966	17.7273	18.3855	16.9289	19.1109	18.2441	17.1924	18.0438	17.9494	17.9767	16.4362	14.3802	17.6366	14.5202	17.6833	17.6516	18.0069	18.2676	16.4471	12.8184	18.4996	18.4848	18.1241	17.9724	18.2055	17.7514	16.6727	17.6669	18.0576	18.0576	18.2286	17.9681	15.4507	17.0595	18.4682	18.636	17.8635	18.1606	17.6433	17.4441	18.0438	18.0576	16.7518	16.5875	15.2544	19.0252	17.6895	18.0501	16.9576	17.0074	11	11	11	17	17	17	126.86	0	18.618	44784000	53	"K7EPJ4;Q8IUL8"	"K7EPJ4;Q8IUL8"	"Cartilage intermediate layer protein 2;Cartilage intermediate layer protein 2 C1;Cartilage intermediate layer protein 2 C2"	CILP2	559
PLAUR	18.7722	18.4263	15.6885	14.7918	19.3121	18.7323	15.5593	19.6541	19.7272	17.8076	12.8184	18.741	19.0159	19.1176	13.7795	18.252	17.4967	14.4284	19.4354	15.9759	15.5857	18.4613	17.831	14.3802	15.874	15.9891	19.2761	19.3269	18.1606	18.588	19.9732	19.9412	16.1321	19.5406	18.2202	18.2202	19.6451	19.6796	14.0024	18.5222	17.9827	18.6508	18.5222	18.4996	18.2903	19.8802	19.4516	19.6124	14.1298	16.3611	18.5808	15.0029	18.4613	19.3419	4	4	4	40.8	40.8	40.8	17.195	0	16.201	34548000	69	"M0R2E9;M0R0H5;M0QYR6;M0R1I2;Q03405-2;Q03405-3;Q03405;M0QX27;M0R0Y4;M0QYS6"	"M0R2E9;M0R0H5;M0QYR6;M0R1I2;Q03405-2;Q03405-3;Q03405;M0QX27;M0R0Y4"	Urokinase plasminogen activator surface receptor	PLAUR	565
CD209	19.0252	19.7184	15.22	16.4562	15.436	14.1884	17.2324	16.7144	14.9167	14.7337	13.9008	16.0766	15.7013	13.5717	16.3405	15.491	15.3932	17.1847	14.5622	14.4284	14.0987	16.418	15.8862	17.034	16.8463	16.6727	18.6907	18.6676	17.4204	17.3574	18.741	18.741	18.7947	18.7478	15.5203	16.5509	21.3197	21.3816	17.8161	17.8229	16.6727	18.5321	17.6953	17.8895	18.344	18.3132	18.8045	18.8609	16.2649	15.6502	17.831	17.9556	20.0026	20.0336	2	2	2	9.9	9.9	9.9	27.365	0	56.788	49215000	104	"X6RB12;M0R0P0;M0QZG5;Q9NNX6-8;Q9NNX6-3;Q9NNX6-11;Q9NNX6-7;Q9NNX6-6;Q9NNX6-10;Q9NNX6-5;Q9NNX6;Q9NNX6-12;Q9NNX6-2"	"X6RB12;M0R0P0;M0QZG5;Q9NNX6-8;Q9NNX6-3;Q9NNX6-11;Q9NNX6-7;Q9NNX6-6;Q9NNX6-10;Q9NNX6-5;Q9NNX6;Q9NNX6-12;Q9NNX6-2"	CD209 antigen	CD209	567
DNASE2	18.3273	18.1241	16.7626	19.1629	15.2893	18.6283	15.7856	15.2893	19.4435	19.2271	17.7354	17.7018	19.0839	17.7657	14.8309	15.0184	17.5901	17.5901	13.1669	17.9333	14.8492	17.7273	13.1669	15.5203	18.3273	15.2053	18.5321	18.7783	18.9728	18.9382	18.7063	18.5967	18.2964	18.3626	19.0678	18.6998	18.419	14.8309	18.1321	18.0651	18.8278	19.1394	17.3574	17.3284	18.845	18.8278	13.0476	14.4045	15.3618	16.8365	18.4848	18.4263	14.4045	14.7724	5	5	5	17.7	17.7	17.7	33.615	0	19.809	40002000	64	"O00115-2;O00115;A0A8V8TNK3;K7ENE5"	"O00115-2;O00115;A0A8V8TNK3;K7ENE5"	Deoxyribonuclease-2-alpha	DNASE2	573
SIRPB1	19.1326	18.9653	15.8096	17.534	17.846	18.0651	19.5143	17.4132	17.0595	14.9491	15.2736	18.0576	18.4335	19.0078	19.3419	18.7478	18.5967	18.4848	18.6676	18.9806	18.7123	18.9131	18.1757	15.1385	19.3419	19.3033	18.6744	18.6998	18.3711	14.6294	19.3597	19.1923	18.7123	18.6431	18.5385	19.2271	19.1326	19.0918	19.0839	18.9525	18.9382	18.7123	18.4613	18.574	19.3597	19.1786	18.5808	18.574	19.2761	16.1998	18.7177	18.9987	17.9556	18.4011	11	8	7	38.2	31.7	28.4	43.211	0	21.652	80055000	125	"O00241;H3BRP9;H3BV43;H3BML4;H9KV29;O00241-2;H3BUW0"	O00241	Signal-regulatory protein beta-1	SIRPB1	577
CLIC1	17.2403	17.846	18.7653	18.7783	18.3941	17.7888	16.1781	15.874	15.1089	18.3498	17.8635	17.7354	18.3626	18.4263	19.7184	19.3121	18.6998	18.6111	18.7947	18.7177	17.882	18.1403	20.4032	20.0804	18.2441	17.8635	17.9257	17.6087	16.7891	17.7577	17.519	17.3828	18.5067	18.0501	18.6203	18.5667	18.5667	18.2833	17.9827	18.0147	17.6669	17.7098	17.9914	18.0295	17.8989	17.8076	19.2095	19.2363	19.0584	18.7722	18.3941	18.344	19.2179	19.0918	10	10	10	57.3	57.3	57.3	26.922	0	71.785	110340000	143	O00299	O00299	Chloride intracellular channel protein 1	CLIC1	578
UPK1A	16.7333	17.9767	18.4848	18.3498	18.6283	18.2676	18.1403	18.1018	18.4613	10.4835	17.1847	17.2081	16.1547	15.9891	16.9744	16.691	16.3718	16.723	15.8223	16.1321	16.5029	16.4471	16.6348	16.2649	17.5745	17.6895	16.5315	17.4132	19.1326	18.9131	17.5682	16.8287	19.2446	19.0252	16.9887	16.09	18.1321	18.0501	18.2676	18.1241	17.409	17.6593	17.7657	17.6157	17.9767	17.55	16.6252	16.6046	18.3201	16.5029	17.4536	17.5745	16.4645	14.5622	4	4	4	22.9	22.9	22.9	28.879	0	11.396	34541000	58	"O00322;O00322-2"	"O00322;O00322-2"	Uroplakin-1a	UPK1A	579
QSOX1	19.5323	19.6629	18.8849	19.1706	19.3203	19.4516	18.5385	18.3359	21.3197	21.1539	19.6998	19.9732	18.3557	18.419	19.5406	19.1326	18.9207	19.0768	19.4005	19.4824	19.8329	19.871	17.6833	17.338	19.2446	19.1552	19.7633	19.7329	20.7676	20.8901	19.8329	19.7184	20.0903	20.2713	20.7185	20.3823	19.8151	19.7798	19.9412	19.9632	19.9823	19.871	19.9311	19.9632	19.8241	19.5954	19.4181	19.1552	18.9207	19.8241	19.6892	19.6373	19.1851	19.3269	17	17	17	30.8	30.8	30.8	82.577	0	64.845	293070000	448	"O00391;O00391-2;A8MXT8"	"O00391;O00391-2"	Sulfhydryl oxidase 1	QSOX1	580
AGRN	20.7185	20.9951	20.8722	21.0733	19.8426	19.7798	21.4642	21.2681	19.995	20.6947	19.9521	20.3944	20.7676	20.8591	20.1943	19.9521	20.6801	20.7185	21.2849	21.2849	20.4335	20.3823	18.9653	18.8849	21.5117	21.6419	21.3197	21.5467	21.0566	20.7079	22.0164	22.3116	22.5858	22.339	19.6202	19.2761	21.2495	21.2681	21.4642	21.7867	22.0559	22.0798	21.0897	20.9819	21.3816	21.2849	20.3606	20.6031	19.6041	19.7329	21.1827	21.1539	20.3491	20.527	25	25	25	21.4	21.4	21.4	214.84	0	323.31	647930000	1343	"O00468-6;O00468-3;A0A494C0G5;O00468-5;O00468-4;O00468-7;O00468;A0A087X208;A0A494C1I6;O00468-2"	"O00468-6;O00468-3;A0A494C0G5;O00468-5;O00468-4;O00468-7;O00468;A0A087X208;A0A494C1I6;O00468-2"	"Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment"	AGRN	581
UPK2	15.5593	18.2128	15.0029	14.9167	16.7983	15.436	18.2055	17.9767	17.1924	17.6433	17.3097	17.0763	16.9472	17.4292	17.6366	16.2229	13.9008	17.5682	16.4262	16.5315	16.2963	13.5241	14.6986	17.0074	17.9556	17.3749	14.4765	16.616	18.7653	19.1629	17.6087	16.0466	18.8195	18.812	17.5997	17.4204	18.4682	18.3498	18.3201	18.0501	18.0069	17.6433	17.3904	17.7888	17.8635	16.0106	14.7536	13.9753	18.2751	18.2441	17.4292	17.4638	14.2694	14.8674	3	3	3	20.7	20.7	20.7	19.438	0	14.221	18886000	21	O00526	O00526	Uroplakin-2	UPK2	583
SDCBP	19.995	20.2201	19.8802	20.0251	21.6081	20.5062	19.8241	19.7329	20.0682	19.9632	19.9632	19.9214	19.4091	19.2525	19.7633	19.2363	19.4275	19.4824	19.0252	18.7783	19.71	19.7427	18.6998	18.4682	20.1021	20.1113	20.2837	20.2521	20.4032	20.5062	19.2761	19.0252	20.0251	19.9214	20.4557	20.4645	20.2444	20.2059	20.135	20.2343	20.2521	20.2343	19.7142	19.8426	20.5147	20.1766	17.8895	18.0501	19.2525	19.2525	19.9632	19.8241	18.1472	18.1472	10	10	1	59.7	59.7	6	32.444	0	94.11	324630000	438	"O00560;B4DHN5;E9PBU7;O00560-3"	"O00560;B4DHN5;E9PBU7;O00560-3"	Syntenin-1	SDCBP	584
SDCBP	17.282	17.2726	15.5593	16.3718	17.6366	17.2081	15.6369	17.5997	15.8223	13.4568	16.5315	16.4262	16.5801	16.3718	14.5861	16.1443	16.4562	16.5509	16.0999	16.0106	16.616	16.6648	16.2114	16.1657	15.2736	15.6001	17.138	17.1847	17.5124	17.5264	16.7983	15.151	17.3828	17.3002	17.2643	17.1672	17.6253	15.5308	16.5875	16.4846	17.5592	16.8365	16.234	16.2963	17.4536	17.4292	15.7987	15.8972	16.8639	15.9319	16.5593	16.7891	15.8493	16.0335	10	1	1	59.6	5.7	5.7	32.316	0.0077031	3.0245	14802000	22	"O00560-2;G5EA09"	"O00560-2;G5EA09"	Syntenin-1	SDCBP	585
PODXL	20.0251	19.0078	18.2751	13.5717	16.3497	19.8054	16.1321	16.6348	16.1886	15.3179	19.8151	19.6373	19.3121	19.0678	19.5686	18.3778	18.636	18.3273	18.8529	18.812	13.9753	17.6669	17.4818	16.09	19.6288	19.5524	19.2363	18.7255	20.5062	20.4877	18.7561	18.2676	18.3711	18.419	18.3711	18.3051	19.384	19.1251	18.869	18.514	19.2761	20.1021	13.9008	18.11	18.5067	18.514	18.3557	13.3142	18.0295	18.2202	20.7963	21.0427	18.9653	18.1927	5	5	5	14.3	14.3	14.3	55.385	0	22.412	68109000	64	"O00592-2;O00592"	"O00592-2;O00592"	Podocalyxin	PODXL	586
